What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,5,1,4,6,3,7,1,2,3,2,4,4,2
I like her character,She is a good character,Friends,Friends,3,6,1,6,6,6,6,1,2,1,3,4,1,5
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,5,2,2,6,2,6,3,2,3,1,3,3,3
I like her character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,4,3,2,3,3,8,5,3,2,2,4,4,3
I like her character,She is a good character,Friends,Friends,3,3,2,3,5,4,6,3,2,2,2,4,3,2
I like her character,Her writing is not over (Expecting more in the future),Friends,Friends,3,3,2,5,6,6,4,6,3,3,2,2,3,4
I like her character,She is a good character,Coworker,Friends,3,4,1,5,6,6,3,2,2,1,2,4,5,1
I like her character,She is average,Enemies,Friends,3,5,2,3,6,1,7,6,3,4,4,5,3,5
She is my favorite character of the game,She is a great character,Friends,Friends,3,2,2,2,4,6,5,5,1,1,1,2,2,1
She is my favorite character of the game,She is a great character,Friends,Friends,3,6,1,1,4,4,8,2,1,1,2,5,4,2
She is my favorite character of the game,She is a good character,Friends,Friends,3,3,2,4,6,3,4,6,2,3,2,3,2,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Something else,Friends,3,2,2,5,6,6,4,2,1,2,4,4,4,3
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Coworker,Something else,3,4,2,3,6,4,5,5,2,2,1,4,5,1
She is my favorite character of the game,She is a great character,Friends,Friends,3,4,3,4,5,6,2,3,1,1,1,3,4,1
She is my favorite character of the game,She is a great character,Friends,Friends,3,3,3,3,5,6,6,6,1,1,1,3,4,2
She is my favorite character of the game,She is a good character,Friends,Lovers,3,2,1,1,6,4,5,4,2,1,2,3,1,2
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Friends,3,5,2,5,5,5,3,2,2,2,2,5,4,1
She is my favorite character of the game,She is a great character,Friends,Friends,3,1,3,4,6,6,7,6,1,1,3,2,2,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Something else,3,1,2,6,6,6,8,4,1,1,2,4,1,1
She is my favorite character of the game,She is average,Friends,Friends,3,3,3,5,6,6,6,4,1,1,2,4,3,1
She is my favorite character of the game,She is a good character,Friends,Something else,3,2,3,2,5,3,7,5,1,1,1,4,4,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Friends,3,1,3,4,6,6,1,6,1,2,2,3,1,1
She is my favorite character of the game,She is a great character,Lovers,Lovers,3,1,6,3,6,3,1,2,1,1,1,2,2,1
She is my favorite character of the game,She is a good character,Something else,Strangers,3,1,4,3,4,2,8,6,1,1,1,4,3,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Friends,3,2,3,6,6,6,5,5,1,2,2,3,1,1
She is my favorite character of the game,She is a good character,Friends,Coworker,3,1,4,5,6,6,3,4,1,1,2,2,1,4
She is one of my favorite character,She is a good character,Lovers,Something else,3,2,2,6,4,4,5,4,2,3,1,3,1,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,2,3,4,6,5,6,4,2,1,1,4,3,1
She is one of my favorite character,She is a good character,Friends,Friends,3,2,3,4,5,5,1,2,2,2,2,4,3,2
She is one of my favorite character,She is a good character,Coworker,Friends,3,3,3,3,3,6,8,6,2,2,1,5,4,1
She is one of my favorite character,She is average,Friends,Friends,3,3,5,6,6,2,7,6,3,3,1,3,2,3
She is one of my favorite character,She is a great character,Friends,Friends,3,3,2,6,6,6,7,5,1,1,1,3,3,1
She is one of my favorite character,She is a good character,Friends,Friends,3,4,2,3,5,4,6,2,2,3,2,5,3,2
She is one of my favorite character,She is a great character,Something else,Coworker,3,1,2,5,6,6,8,3,1,1,1,1,1,1
She is one of my favorite character,She is a good character,Friends,Friends,3,1,3,4,4,5,4,4,1,2,3,2,3,3
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,3,2,1,4,5,6,6,4,2,2,3,4,3,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,3,3,3,5,3,2,3,2,2,3,5,3,3
She is one of my favorite character,Her writing is not over (Expecting more in the future),Something else,Friends,3,3,2,5,6,6,8,3,1,2,1,5,3,3
She is one of my favorite character,She is a good character,Coworker,Friends,3,3,1,5,6,3,6,4,1,2,2,5,4,4
She is one of my favorite character,She is a great character,Coworker,Friends,3,3,2,4,5,3,6,3,2,2,2,4,4,2
She is one of my favorite character,She is a good character,Lovers,Friends,3,1,2,5,6,6,6,3,1,2,2,2,1,1
She is one of my favorite character,She is a great character,Friends,Lovers,3,1,3,4,6,6,6,4,2,2,1,3,2,1
She is one of my favorite character,She is a good character,Coworker,Friends,3,1,1,4,6,3,6,2,1,2,1,3,1,2
She is one of my favorite character,She is a good character,Friends,Friends,3,3,2,5,6,6,3,4,2,3,1,3,3,4
She is one of my favorite character,She is a great character,Friends,Friends,3,3,2,3,6,6,6,3,1,2,1,3,3,1
She is one of my favorite character,She is a great character,Strangers,Friends,3,5,1,6,4,6,7,4,1,2,1,3,3,1
She is one of my favorite character,She is a great character,Lovers,Lovers,3,1,2,6,6,6,8,3,2,2,3,3,1,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Coworker,Friends,3,4,2,4,5,5,3,3,2,1,2,5,4,4
She is one of my favorite character,She is a great character,Friends,Friends,3,3,1,1,6,6,8,6,1,1,1,4,2,2
She is one of my favorite character,She is a good character,Friends,Friends,3,1,1,1,6,2,6,1,1,1,1,6,2,5
She is one of my favorite character,She is a good character,Friends,Friends,3,2,4,6,6,6,6,5,2,2,1,4,3,2
I am indifferent,Her writing is not over (Expecting more in the future),Coworker,Strangers,4,6,2,2,5,6,2,6,4,4,2,5,6,5
I am indifferent,She is average,Strangers,Friends,4,6,4,1,5,6,8,5,3,4,2,3,5,5
I am indifferent,Her writing is not over (Expecting more in the future),Friends,Friends,4,5,2,2,6,6,6,5,4,4,2,5,2,1
I am indifferent,She is average,Something else,Something else,4,5,3,4,6,4,7,6,4,4,4,5,6,5
I am indifferent,She is average,Friends,Friends,4,5,3,3,3,4,7,6,4,4,3,5,4,4
I am indifferent,She is a good character,Friends,Friends,4,5,1,3,4,3,8,6,3,3,2,2,3,3
I am indifferent,She is average,Friends,Friends,4,6,1,3,5,3,6,1,2,4,3,5,4,3
I am indifferent,She is average,Coworker,Friends,4,6,1,1,1,1,5,6,3,4,3,4,4,3
I am indifferent,She is average,Coworker,Friends,4,5,2,1,6,4,6,1,2,3,3,5,4,2
I am indifferent,She is average,Strangers,Lovers,4,2,6,5,6,6,1,6,3,2,1,6,2,5
I am indifferent,Her writing is not over (Expecting more in the future),Coworker,Friends,4,6,3,2,3,3,5,3,4,5,3,4,4,3
I am indifferent,She is average,Coworker,Friends,4,4,3,6,6,6,6,3,5,4,3,6,6,5
I am indifferent,She is average,Friends,Friends,4,6,1,1,3,2,6,2,3,3,4,3,5,5
I am indifferent,She is a good character,Coworker,Friends,4,6,1,2,3,6,7,6,3,2,3,4,5,4
I am indifferent,She is a good character,Friends,Friends,4,3,3,6,6,6,5,6,4,2,1,6,4,1
I am indifferent,Her writing is not over (Expecting more in the future),Strangers,Friends,4,5,2,5,5,6,3,6,3,3,3,6,3,3
I am indifferent,She is average,Friends,Friends,4,4,4,4,4,4,6,5,1,3,4,6,4,5
I am indifferent,She is average,Strangers,Friends,4,4,3,2,4,4,8,4,3,3,3,4,4,4
I am indifferent,She is average,Friends,Friends,4,4,3,5,5,6,4,4,3,3,3,4,5,3
I am indifferent,She is average,Friends,Friends,4,6,1,2,6,6,3,6,3,3,3,6,4,5
I am indifferent,She is average,Friends,Friends,4,6,3,1,1,1,8,4,4,3,2,5,4,5
I am indifferent,She is average,Friends,Friends,4,6,1,3,5,6,2,3,3,3,2,6,3,3
I am indifferent,Her writing is not over (Expecting more in the future),Coworker,Friends,4,6,3,6,6,3,3,3,3,3,3,5,4,4
I am indifferent,Her writing is not over (Expecting more in the future),Friends,Friends,4,6,2,4,6,2,3,2,2,3,2,6,3,3
I am indifferent,She is average,Friends,Friends,4,4,3,3,2,1,4,2,3,3,2,4,4,5
I am indifferent,Her writing is not over (Expecting more in the future),Something else,Coworker,4,6,3,3,3,3,6,6,3,4,3,4,4,5
I am indifferent,She is average,Friends,Coworker,4,4,2,2,3,3,6,3,3,4,3,4,4,4
I am indifferent,Her writing is not over (Expecting more in the future),Friends,Friends,4,3,2,2,4,4,5,5,3,3,3,6,1,4
I dislike her character,She is average,Strangers,Friends,4,5,3,3,4,2,6,2,4,4,3,3,5,5
I dislike her character,Her writing is not over (Expecting more in the future),Friends,Coworker,4,6,2,2,2,1,6,2,3,4,5,4,4,5
I dislike her character,She is average,Friends,Friends,4,4,3,3,3,2,5,3,4,3,3,4,4,2
I dislike her character,She is an awful character,Friends,Friends,4,6,1,2,4,1,8,6,4,5,3,2,4,1
I dislike her character,She is average,Coworker,Friends,4,6,3,2,3,2,7,3,4,4,3,5,4,5
I dislike her character,She is a good character,Friends,Friends,4,6,1,1,5,6,6,6,1,4,1,5,6,5
I dislike her character,She is average,Friends,Strangers,4,6,2,1,3,3,6,6,4,4,3,5,6,3
I dislike her character,She is average,Friends,Coworker,4,5,2,4,2,3,5,4,2,2,2,4,4,2
I dislike her character,She is average,Something else,Friends,4,5,1,3,6,6,5,5,4,4,4,4,6,5
I dislike her character,She is average,Lovers,Friends,4,1,1,1,1,1,6,3,4,4,3,5,3,5
I dislike her character,She is a bad character,Strangers,Coworker,4,6,2,3,3,5,3,6,3,4,2,4,6,5
I dislike her character,She is average,Friends,Friends,4,6,2,2,4,6,5,3,3,3,2,5,3,5
I dislike her character,She is a bad character,Something else,Something else,4,3,3,3,5,2,8,4,4,3,3,6,5,4
I dislike her character,She is average,Coworker,Strangers,4,6,2,3,5,4,4,5,2,3,3,5,5,5
I like her character,She is average,Friends,Strangers,4,6,1,3,3,2,6,3,3,4,3,6,7,5
I like her character,She is a good character,Something else,Friends,4,4,4,4,4,3,4,5,1,1,2,4,3,2
I like her character,She is a good character,Friends,Friends,4,5,1,1,1,1,4,5,3,3,3,4,5,5
I like her character,She is average,Friends,Friends,4,6,1,2,3,2,4,3,2,3,3,3,4,4
I like her character,She is average,Friends,Friends,4,6,1,4,6,1,3,1,4,4,2,3,6,4
I like her character,She is a good character,Something else,Friends,4,6,1,2,3,1,6,4,2,4,2,2,5,2
I like her character,She is a good character,Friends,Friends,4,4,3,4,4,5,3,5,3,2,2,4,3,1
I like her character,She is a good character,Strangers,Friends,4,4,4,4,5,5,1,6,3,2,2,3,3,4
I like her character,She is average,Friends,Friends,4,6,1,2,3,1,8,1,4,4,2,3,4,5
I like her character,She is a good character,Friends,Friends,4,6,1,2,5,4,7,1,3,2,2,6,3,3
I like her character,Her writing is not over (Expecting more in the future),Something else,Friends,4,3,1,2,2,3,8,6,3,2,2,6,4,3
I like her character,She is average,Strangers,Friends,4,4,2,2,5,5,7,2,4,4,3,4,3,5
I like her character,She is average,Friends,Friends,4,1,3,6,6,6,5,6,4,4,2,5,4,5
She is my favorite character of the game,She is a great character,Friends,Lovers,4,1,3,5,6,6,4,2,2,1,2,5,2,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Coworker,4,6,1,3,4,4,2,4,1,1,2,3,3,1
She is my favorite character of the game,She is a great character,Friends,Friends,4,6,2,6,3,4,6,6,1,2,1,2,1,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Coworker,Strangers,4,2,3,2,5,2,8,5,1,2,1,3,4,2
She is one of my favorite character,She is a good character,Friends,Friends,4,2,3,5,6,6,8,5,1,2,1,2,2,1
She is one of my favorite character,She is a great character,Friends,Friends,4,3,2,2,6,6,4,3,1,1,1,4,2,1
She is one of my favorite character,She is a good character,Coworker,Friends,4,4,3,3,3,4,6,3,1,2,2,3,4,2
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,4,1,1,6,6,5,8,6,2,3,5,3,2,1
She is one of my favorite character,She is average,Lovers,Lovers,4,1,5,6,4,3,1,3,1,2,3,5,1,3
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,4,6,2,2,5,2,6,2,3,3,2,5,6,1
She is one of my most hated character,She is an awful character,Strangers,Strangers,4,6,5,2,2,1,6,6,5,5,3,5,7,5
She is one of my most hated character,She is a good character,Friends,Friends,4,6,1,1,3,4,7,2,2,3,3,6,4,1
She is the character I hate the most,She is an awful character,Enemies,Enemies,4,6,6,6,5,1,3,1,5,5,4,6,7,5
I am indifferent,She is average,Something else,Coworker,5,6,3,2,3,4,6,6,2,3,3,5,6,1
I am indifferent,She is average,Coworker,Coworker,5,6,3,3,5,6,6,6,4,4,4,6,5,5
I am indifferent,She is average,Coworker,Something else,5,6,3,2,2,3,4,4,3,4,3,5,5,5
I am indifferent,She is average,Strangers,Coworker,5,6,2,2,3,1,1,2,1,2,3,4,7,3
I am indifferent,She is average,Coworker,Friends,5,2,2,3,3,5,3,1,3,4,2,5,5,1
I am indifferent,She is a bad character,Coworker,Something else,5,6,4,4,3,3,8,5,5,5,5,6,6,4
I am indifferent,She is a good character,Coworker,Strangers,5,5,1,1,1,4,8,6,3,3,3,6,6,3
I am indifferent,She is average,Coworker,Friends,5,4,3,1,4,2,2,6,4,5,3,4,4,5
I am indifferent,She is average,Coworker,Friends,5,5,3,3,4,4,7,6,5,4,3,3,4,5
I am indifferent,She is a bad character,Friends,Friends,5,6,3,3,4,2,5,6,4,4,4,4,4,4
I am indifferent,She is a bad character,Strangers,Friends,5,5,2,3,4,5,6,4,3,4,4,3,4,3
I am indifferent,Her writing is not over (Expecting more in the future),Friends,Enemies,5,6,1,2,4,1,8,1,1,5,2,2,3,1
I am indifferent,She is average,Coworker,Friends,5,5,3,3,4,3,4,1,3,4,4,3,3,3
I am indifferent,She is average,Friends,Friends,5,5,3,3,3,3,8,6,3,3,3,6,4,5
I dislike her character,Her writing is not over (Expecting more in the future),Enemies,Friends,5,6,3,1,3,4,4,4,3,5,3,5,7,5
I dislike her character,She is average,Coworker,Friends,5,6,2,4,6,6,2,6,3,3,2,4,4,3
I dislike her character,She is average,Strangers,Friends,5,4,4,2,3,1,6,6,3,4,3,4,4,3
I dislike her character,She is average,Friends,Friends,5,6,2,3,6,2,6,6,3,3,3,4,4,3
I dislike her character,She is average,Something else,Something else,5,6,4,1,6,1,6,6,4,3,2,5,5,5
I dislike her character,Her writing is not over (Expecting more in the future),Coworker,Coworker,5,5,5,3,3,5,7,5,4,3,4,6,7,5
I dislike her character,She is average,Something else,Coworker,5,6,2,2,2,5,2,4,1,4,3,4,4,5
I dislike her character,She is a bad character,Enemies,Strangers,5,6,3,2,4,2,7,6,3,3,3,5,6,5
I dislike her character,She is a bad character,Strangers,Strangers,5,6,6,6,2,3,3,5,4,4,3,6,6,5
I dislike her character,She is average,Coworker,Strangers,5,6,4,3,6,1,6,1,3,3,4,5,5,3
I dislike her character,She is an awful character,Coworker,Coworker,5,6,3,3,2,2,7,1,5,4,3,5,6,5
She is my favorite character of the game,She is a great character,Friends,Friends,5,2,2,3,5,4,7,3,1,1,1,3,2,1
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Friends,5,5,5,1,2,4,8,5,2,2,1,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Strangers,Friends,5,4,1,6,6,3,8,6,1,2,1,6,4,1
She is one of my favorite character,She is a great character,Friends,Lovers,5,2,3,5,6,6,6,4,1,1,2,3,2,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Strangers,Coworker,5,6,2,1,5,3,3,2,2,2,2,4,3,5
She is one of my most hated character,She is average,Friends,Friends,5,6,4,4,5,4,4,3,4,4,3,4,7,5
She is one of my most hated character,She is a bad character,Coworker,Strangers,5,6,2,2,4,2,3,6,4,4,2,5,6,5
She is one of my most hated character,She is a bad character,Friends,Friends,5,6,3,2,5,3,8,3,3,4,3,5,6,4
She is one of my most hated character,She is an awful character,Strangers,Something else,5,6,5,3,2,1,6,6,1,4,5,5,5,5
She is one of my most hated character,She is a bad character,Strangers,Friends,5,6,3,2,3,1,8,3,4,4,4,6,5,5
She is one of my most hated character,She is average,Strangers,Friends,5,5,2,2,5,2,4,5,4,3,3,6,6,3
She is one of my most hated character,Her writing is not over (Expecting more in the future),Strangers,Friends,5,6,4,3,3,4,3,6,5,5,2,6,3,5
I am indifferent,She is average,Coworker,Strangers,6,6,3,1,5,6,7,5,3,3,3,5,5,5
I am indifferent,She is average,Strangers,Coworker,6,6,3,2,5,6,2,3,3,3,2,4,5,5
I am indifferent,She is a bad character,Strangers,Coworker,6,6,2,2,2,3,5,4,4,4,3,4,5,2
I dislike her character,Her writing is not over (Expecting more in the future),Something else,Friends,6,6,2,2,4,5,3,4,3,5,4,5,7,4
I dislike her character,She is a bad character,Something else,Friends,6,6,4,2,1,1,5,6,4,5,3,6,7,4
I dislike her character,She is average,Strangers,Strangers,6,6,3,1,1,1,6,1,4,5,5,6,7,3
I dislike her character,She is a bad character,Coworker,Lovers,6,6,4,3,1,2,7,6,4,4,3,4,7,5
I dislike her character,Her writing is not over (Expecting more in the future),Friends,Something else,6,6,2,2,4,3,8,1,5,4,3,5,5,5
I dislike her character,She is average,Coworker,Friends,6,6,1,1,1,1,6,6,3,4,2,6,6,5
I dislike her character,She is a bad character,Enemies,Strangers,6,6,4,2,1,1,6,6,3,4,4,4,6,5
I dislike her character,She is average,Coworker,Strangers,6,6,4,3,3,2,5,3,3,5,4,5,7,5
I dislike her character,Her writing is not over (Expecting more in the future),Coworker,Friends,6,6,2,1,2,1,6,1,2,2,2,5,7,5
I dislike her character,She is an awful character,Something else,Something else,6,6,6,3,1,3,1,1,4,5,4,6,7,5
I dislike her character,She is an awful character,Coworker,Friends,6,6,3,2,4,4,3,2,3,3,5,4,4,5
I dislike her character,She is an awful character,Something else,Something else,6,6,6,3,4,3,6,5,3,4,4,3,5,5
She is my favorite character of the game,Her writing is not over (Expecting more in the future),Friends,Friends,6,3,1,3,4,6,5,1,1,1,3,2,1,1
She is my favorite character of the game,She is a great character,Lovers,Lovers,6,1,1,3,6,6,5,3,1,1,1,3,1,1
She is my favorite character of the game,She is a great character,Lovers,Lovers,6,6,1,1,1,1,5,3,5,5,5,6,7,1
She is one of my favorite character,Her writing is not over (Expecting more in the future),Friends,Friends,6,6,1,1,1,3,7,2,1,2,3,4,7,1
She is one of my most hated character,Her writing is not over (Expecting more in the future),Coworker,Strangers,6,6,1,1,1,1,6,1,5,5,3,6,7,5
She is one of my most hated character,She is an awful character,Strangers,Something else,6,6,4,3,1,1,5,6,5,5,4,6,7,5
She is one of my most hated character,She is an awful character,Strangers,Strangers,6,6,3,2,5,4,1,1,5,5,4,5,7,3
She is one of my most hated character,She is average,Strangers,Enemies,6,6,6,3,1,1,5,1,5,3,3,6,7,5
She is one of my most hated character,She is a bad character,Friends,Coworker,6,6,5,3,3,1,4,4,3,5,5,5,5,5
She is one of my most hated character,She is an awful character,Strangers,Friends,6,6,6,4,2,3,8,3,4,4,5,6,6,5
She is one of my most hated character,She is a bad character,Strangers,Friends,6,6,3,1,1,3,7,3,4,4,4,3,3,5
She is one of my most hated character,She is an awful character,Something else,Coworker,6,6,3,2,1,2,6,2,4,5,5,6,7,1
She is one of my most hated character,She is a bad character,Coworker,Something else,6,5,4,4,4,2,8,1,4,5,5,6,7,5
She is one of my most hated character,Her writing is not over (Expecting more in the future),Coworker,Strangers,6,6,4,3,3,3,4,5,5,4,3,4,4,4
She is one of my most hated character,She is average,Friends,Friends,6,6,4,1,2,6,7,2,3,3,4,4,7,5
She is one of my most hated character,She is a bad character,Coworker,Friends,6,6,1,4,4,3,4,2,5,4,2,5,7,5
She is one of my most hated character,She is an awful character,Something else,Lovers,6,6,2,1,1,1,3,1,3,5,4,6,7,5
She is one of my most hated character,She is a bad character,Coworker,Coworker,6,6,6,1,4,6,7,2,3,5,4,4,5,5
She is one of my most hated character,She is a bad character,Coworker,Coworker,6,6,3,1,1,1,1,1,5,5,5,2,7,5
She is one of my most hated character,She is a bad character,Strangers,Strangers,6,6,4,3,2,2,3,5,3,4,4,5,6,4
She is one of my most hated character,She is an awful character,Coworker,Friends,6,6,1,1,1,1,3,3,3,5,4,6,7,5
She is one of my most hated character,She is a bad character,Coworker,Strangers,6,6,6,2,2,2,1,6,5,5,5,6,7,5
She is the character I hate the most,She is an awful character,Strangers,Strangers,6,6,3,1,1,2,4,6,5,5,2,4,6,5
She is the character I hate the most,She is a bad character,Strangers,Friends,6,6,2,2,4,6,3,2,5,5,5,5,6,5
She is the character I hate the most,She is an awful character,Friends,Enemies,6,6,6,6,6,1,7,6,3,4,5,6,7,5
She is the character I hate the most,She is a bad character,Coworker,Friends,6,6,2,2,2,1,6,3,5,5,2,4,6,5
She is the character I hate the most,She is an awful character,Something else,Something else,6,6,6,6,1,1,8,1,5,5,5,6,7,5
She is the character I hate the most,She is average,Strangers,Something else,6,6,3,2,2,1,8,2,4,5,5,6,6,4
She is the character I hate the most,She is an awful character,Coworker,Coworker,6,6,3,1,1,1,4,1,4,5,5,6,7,5
She is the character I hate the most,She is an awful character,Strangers,Coworker,6,6,6,1,1,1,4,3,5,5,5,3,7,5
She is the character I hate the most,She is an awful character,Strangers,Enemies,6,6,4,3,1,1,8,5,5,5,4,3,7,5
She is the character I hate the most,She is an awful character,Strangers,Strangers,6,6,6,3,1,1,1,1,5,5,5,6,7,5
She is the character I hate the most,She is a bad character,Coworker,Something else,6,6,4,2,1,1,3,2,3,4,5,5,4,4
She is the character I hate the most,She is an awful character,Something else,Something else,6,6,6,1,1,1,6,4,5,5,5,6,7,3
She is the character I hate the most,She is an awful character,Friends,Strangers,6,6,3,1,3,2,2,2,5,5,3,6,4,5
She is the character I hate the most,She is an awful character,Enemies,Strangers,6,6,6,6,4,1,5,1,5,5,3,5,7,5
She is the character I hate the most,She is an awful character,Something else,Friends,6,6,5,3,1,3,3,1,4,5,5,5,6,4
She is the character I hate the most,She is an awful character,Enemies,Friends,6,6,6,1,6,1,8,1,5,5,5,6,5,5
What is your opinion on Firefly,Do you think she is a good character?,What is the nature of her relationship with the Traiblazer before they joined the Astral Express?,What is the nature of her relationship with the Traiblazer now?,How do you view her current relationship with the Trailblazer?,What would you think if their relationship ended up explicitly  romantic?,What would you think if their relationship ended up explicitly friendly?,What would you think if their relationship ended up explicitly professional?,What would you think if their relationship ended up explicitly strangers?,What would you think if their relationship ended up explicitly enemies?,Do you think that the Trailblazer is more of a Self-Insert Character (their personality and such depend on the player) or is more of a Character on their own (Their personality and such don't depend on the player),"Do you feel that romantic relationships become the main focus in a story, at the expense of other plot points?",What do you think of Firefly's visual?,What do you think of Firefly's personality?,"What do you think of Firefly's backstory, lore and current place in the story?",How Similar do you think Firefly is to the Trailblazer?,How compatible do you think Firefly and Traiblazer are?,Was it a disappointment to learn about her true identity as Sam?
