What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
She is my favorite character of the game,She is a great character,Lovers,Lovers,positive,positive,positive,negative,negative,negative,neutral,less negative,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,positive,positive,neutral,less negative,negative,neutral,negative,negative,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a good character,Friends,Something else,positive,positive,neutral,neutral,negative,less negative,even less negative,less negative,positive,less positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,positive,positive,negative,negative,negative,negative,even less negative,neutral,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,positive,positive,less positive,positive,less negative,negative,negative,neutral,positive,positive,positive,positive,positive,neutral
She is my favorite character of the game,Her writing is not over,Friends,Coworker,positive,positive,positive,neutral,negative,negative,negative,neutral,positive,positive,positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,positive,positive,less positive,neutral,less negative,negative,less negative,negative,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,positive,positive,neutral,less negative,negative,negative,neutral,less negative,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,positive,positive,less positive,neutral,less negative,negative,negative,negative,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Coworker,Friends,positive,positive,less negative,neutral,negative,negative,negative,positive,positive,positive,positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,positive,positive,positive,positive,neutral,negative,even less poitive,less positive,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,positive,positive,positive,neutral,negative,negative,even less negative,negative,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,positive,positive,less positive,less negative,negative,negative,even less negative,neutral,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,positive,less positive,less positive,neutral,negative,negative,even less poitive,neutral,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Strangers,Lovers,positive,positive,positive,less positive,neutral,neutral,negative,less positive,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Coworker,Friends,positive,neutral,positive,negative,negative,negative,less negative,less negative,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a good character,Friends,Lovers,positive,positive,positive,neutral,negative,negative,neutral,neutral,positive,positive,positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,positive,positive,less positive,neutral,less negative,negative,neutral,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,positive,positive,less negative,less negative,negative,neutral,less positive,positive,positive,positive,positive,negative,less positive,positive
She is my favorite character of the game,Her writing is not over,Lovers,Lovers,positive,positive,less positive,neutral,negative,negative,even less negative,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Lovers,positive,positive,less positive,neutral,negative,negative,neutral,neutral,positive,positive,positive,less positive,positive,less positive
